Datetime,username,tweets,emotions
27/3/2020,IrwanBadree,stay safe everyone  kitajagakita staysafeeveryone   malaysia ,happy
27/3/2020,IrwanBadree,stay safe everyone kitajagakita staysafeeveryone   malaysia ,happy
27/3/2020,EdahRusdi,negara  wakanda ada kenak covid juak sik ,anger
27/3/2020,Amenjahhh,its funny how  usa claims themselves to be no  country in the world but look at the number of their  covid cases yikes,surprise
26/3/2020,KeepMeSafeApp,covid kitajagakitastayathome dudukrumah   malaysia ,anger
26/3/2020,zizancrew,buat  peminta  coffe  mari  dapat  ceo  cafe  yang  terbaik  di  dunia  ini di  musim  covid  ini  mari  kita  rawat  badan  dengan  bahan  yang  tidak  berracun nilai  kesihatan  amat  penting   mahal  untuk  kita  ketika  ini abam ,anger
26/3/2020,TheCoolxLee,stay at home  if you get bored  turn on lightsand take some selfies lockdown  stayathome selfie breakfree corona coronavirus  mco stayalive stayinspire staystrong  letsgo vibes those who tagged ,anger
25/3/2020,mesekknyawai,chloroquine and  hydrochloroquine are antimalarial drugs that  might be able to stop coronavirus from attaching itself at plasma membeane by increasing the endosomal ph which inhibits the covid attachment medicalscience pharmacology,anger
25/3/2020,mesekknyawai,coronavirus  hantavirus  influenza virus  nile  virus and  avian,anger
25/3/2020,TEDxKangar,do nothing at home or learn with  te dx kangar for freeidk yourchoice malaysia lockdown coronavirus   malaysia ,anger
25/3/2020,BuditBliss,cayok  malaysia  jangan degil ikut arahan  malaysia pasti boleh  covid  coronavirus,anger
24/3/2020,myizad,its not what your country can do for you but what you can do for your country deminegara kitajagakita covid malaysia stayhome staysafe myizad izadftw cresm creverywhere mylegacy myworkin tm ,anger
24/3/2020,mesekknyawai,this is like watching another season of powerrangers a new villain kicks out the old one and in the end they merge to form  alliance of  supervillains  covid  hantavirus  corantavirus,sadness
24/3/2020,mesekknyawai,lets pray for  malaysia and the rest of the world and put or joint effort to combat this  covid until we  flatten the curve  stay at home  movement control order  mco  perintah kawalan pergerakan plateau,happy
24/3/2020,yselangorportal,i stay at work for you you stay at home for us frontline  healthcare  workers like  share  subscribe   follow  socmedia  rasmi  yayasan  selangor stay home  duduk rumah covid kkm mkn yayasan selangor ,anger
24/3/2020,azwardazis,dont be a convidiot coronavirusmalaysia convidiot urbandictionary convid convidpandemic stayhomemalaysian wecanfightthis worldepidemic coronavirus   malaysia ,anger
23/3/2020,GunasegarDinesh, s t a y at h o m e  covid  bepositive nopanic tesco stayathome messyhair busyworking malaysia keeppray   malaysia ,anger
23/3/2020,GoGreenPlay1,five things to help stop the spread of coronavirus the  world  health  organization is advising people to follow five simple steps to help prevent the spread of  covid   wash your hands   coughsneeze into your ,sadness
23/3/2020,yselangorportal,majlis keselamatan negara mkn  tips mudah mencegah penularan wabak covid like  share  subscribe   follow  socmedia  rasmi  yayasan  selangor covid mkn yayasan selangor  pendidikan unggul mengupaya insan ,anger
22/3/2020,ShaminaMinaEhEh,halu pulis ada lagi manusia yg takda sebab yg kukuh merayap kat luar jangan sampai corona covodohanmu cokena tangkap masuk lokap corona cobengap stay at home coconut head and  wash your hands you filthy animal   ,anger
22/3/2020,ShaminaMinaEhEh,corona makanan lebih membahagiakan berbanding janji palsumu  get it get it ,anger
22/3/2020,ShaminaMinaEhEh,corona senyuman mu mencuri hatiku  get it get it  k tak lawak  bye ,anger
21/3/2020,BuditBliss,well  haraplah kes  covid  coronavirus ni cepat hilang dari  malaysia  semua jangan ingkar arahan atau keras kepala  stay at home jer kan senang  selamat bertugas juga kepada anggota  polis dan  askar  together we fight  covid katakan  malaysia boleh,anger
21/3/2020,RickeyyOfficial,sila duduk dirumah staysafe stayathome staysafe stayhealthy covid  throwback pkbmdarat   malaysia ,anger
21/3/2020,arieldmillan,atm will assist pdrm to enforce the  movement  control  order to eradicate transmission of  covid starting from  sunday   march  at  amangkatantenteramalaysia polisdirajamalaysia ,happy
21/3/2020,Rajnees54308109,hello sir  here the coronavirus is growing so much so scared   try to get me out of here  i want to come back to my country,fear
21/3/2020,bernardwong1987,just stay at home  just stay at home duduk rumah diam diam  duduk rumah  stay home stay safe  stay home   movement control order  perintah kawalan pergerakan  social distancing  kita jaga kita  kekal tenang  malaysia bebas covid coronavirus  covid  novel coronavirus  coronavirus pandemic ,anger
21/3/2020,ladiefarah,school  science project in progress   jom siapkan kerja sekolah stayathome parentinglife parentingwithkakfa parentingparenthoodmotherhood mommyhoodkekaldirumahcovid fightagainstcovid ,anger
21/3/2020,ladiefarah,golongan berisiko tinggi yang memiliki sistem imuniti badan yang rendah  golongan ini paling mudah terdedah dan risiko dijangkiti  covid anakanak lindungi ibu bapa anda  jangan merayau dan bawa pulang ,anger
20/3/2020,abraznora,malaysia bersamacovid malaysia coronavirus disease  covid is an infectious disease caused by a new virus   malaysia ,anger
20/3/2020,BuditBliss,kes ke kematian gara  covid ni  masih lagi tak sedar tak takut  tuhan  selamatkan  malaysia  ,fear
20/3/2020,shedahv_v,habis je covid  nanti dorang panic buying cawan susu kopi pulak hahaha ,anger
20/3/2020,mesekknyawai,y the number of  covid cases     x the number of people taking preventive measures to avoid the spread of the disease  so remember the equation yx and if x the number of y is infinite,anger
20/3/2020,FaizZakwan_16,tolong duduk di rumah diamdiam lagu  cowok  baru   alif  syukri feat  lucinta  luna   upiak  isil stayathome dudukrumahdiamdiam covid coronamemes coronavirus   malaysia ,anger
20/3/2020,ladiefarah,staysafe stayathome  kak  fa keluar tak sampai  minit jer  pergi farmasi beli ubat my  mom  mujurlah farmasi sejengkal kekaltenang kekaldirumahfightagainstcovidcovidmalaysiahapuscovid ,anger
19/3/2020,fancyjackry1992,selamat pagi  selamat menjemput rezeki  awal bangun harini  btw pray for our world to be safe from covid  amen ,happy
19/3/2020,fancyjackry1992,macam mana pula dengan situasi adik aku yang selalu kena bawa lori kerja jauh everyday kena pergi tempat orang boss dia tak bagi cuti pun  just mampu bersoa je untuk adik aku yang still bekerja sana sini time corona virus ni  orang duduk rumah tapi dia kena bawa lori berkeja  ,anger
19/3/2020,BuditBliss,if u think this weeks self quarantine is too long and bored sorry bch go aside get urself a life  life is so much fun when u stop care and fear of something over  god power  stay  bold and  beautiful  against corona  corona virus  covid  lady gaga  chromatica  me as  ,anger
19/3/2020,AhmedElneil96,quarantine huh  stay home explore your imaginationquarantine stayhealthy stayhome malaysia covid corona lockdown creative poiles   malaysia ,anger
19/3/2020,bekam_senawang,sila  duduk   jangan  lari covidstayathomearayyancaresfightcovidrmo   malaysia ,anger
18/3/2020,Rajnees54308109,hello sir mujhe help chahiye mai iss time malaysia mai hu or idhar corona virus bahut badh rha hai iss liye mujhe bahut daar lag rha hai flight bhi stop ho gayi hai please sir mujhe india aana hai mai iss time sibu sarawak  malaysia ship pe hu total   indian,anger
18/3/2020,ILLYASAZMEER,hey domestic flight can change due to corona virus,anger
18/3/2020,bbhayati_,sharing about  covid everydayyy,anger
18/3/2020,MNZAchaon95,hargai  jasa  mereka  yang  berjuang covid coronavirus covid ,anger
18/3/2020,Rajnees54308109,hi madam mujhe help chahiye mai iss time malaysia mai hu or idhar corona virus bahut badh rha hai iss liye mujhe bahut daar lag rha hai flight bhi stop ho gayi hai please mam mujhe india aana hai mai iss time sibu sarawak  malaysia ship pe hu total   indian crew,anger
18/3/2020,shedahv_v,mula aku risau kes corona je  ha skrg ni rumah aku ada sesuatu pulak  baru kene pagi buta tadi  masih terkejut  tak sangka,surprise
18/3/2020,Amenjahhh,wow almost everyone in the world have one thing in common now quarantine because of covid,sadness
17/3/2020,Cikk_Azie,be safe everyone  stay at home quarantine yourself do your own stuff less socialize less public engagement  insha allah ada hikmah semua ni jadi  covid  coronavirus  malaysia lockdown  ,happy
17/3/2020,FaizZakwan_16,firman  allah  swt  wahai orangorang yang beriman mintalah pertolongan kepada  allah dengan kesabaran dan menunaikan solat  surah  al baqarah covid   malaysia ,anger
17/3/2020,Acapvilla_,please take care of yourself   covid   malaysia ,anger
17/3/2020,AnakGhazi,this too shall pass  in the grand scale of things  days is just a blink of an eye stay healthy stay safe take time to slow down  reflect  selamat berehatcovid corona malaysia   malaysia ,happy
17/3/2020,ezzanyashraaf,be  safe   mask  on  covid   malaysia ,happy
17/3/2020,ayie0109,malaysias  movement  control  order   march th  st  covid staysafe stayhome    malaysia ,anger
16/3/2020,BuditBliss,dengar cerita  wwe wrestlemania tahun ni akan di cancel kerana  covid  well banyak sports telah di cancel so tak mustahil  stay safe everyone,happy
14/3/2020,fadzoners,cara  cegah covid  ini salah satu cara ye  perkara ni sering kita buat kalau berjumpa dengan sesiapa  ini bukan kerana kita sombong atau apa ye  ini antara langkah pencegahan dari dijangkiti  virus  covid  ,anger
13/3/2020,bbhayati_,ijtimak tabligh in malaysia dah mcm mass gathering in church in korea dah kes dia  still cannot brain how come still doing mass gathering despite of very active covid cases in  kl  selangor area  still hoping low positive cases from the  k participants ,sadness
13/3/2020,hilmijaidie,my grandma called me and her first question was literally kau sudah cuci tgn kah hahahahahaha damn covid,anger
12/3/2020,sahida_sahira,selamat  pageyyy  lovelies sedikit tips drpd  kkm langkah pencegahan covid   di tempat kerja  salam  jumaat   selamat menjemput rezeki  dengan setiap pembelian produk obsess korang semua akan dapat ,anger
16/2/2020,___Syahrul,corona kau jangan buat hal la ,love
26/1/2020,azrnyenn,everybody thought tht  is gonna be their year of goodluck  all but it seems like its not wwiii coronavirus and lots dh jdi in bulan  january ada  bulan lagi kot,happy
26/1/2020,mesekknyawai,as a  biology teacher and an ex biology student virus cannot be categorized as a living thing because it does not breathe has either  dna or rna and only reproduce via replication ie using the genetic materials of its host cell to produce more copies of itself coronavirus,anger
26/1/2020,feirudin,malaysian   its coronavirus  we need to protect ourselves  tun  m  ,anger
