Datetime,username,tweets,emotions
7/6/2021,nefeyjay,this should b the plan since day one not delaydeli the vaccination since the numbers are very high and since we hv been in lockdown since mar last year i think asking the rakyat to stay home some more is not the ideal way to tackle ths prob ,anger
7/6/2021,fathyaaaaf,sometimes i just wish ive never stay at home ,anger
7/6/2021,portluxe,keep  calm  stay  home  flatten  the  curve  we can do this  ecofashion sustainablefashion ecofriendly ethicalfashion fashion sustainable sustainability consciousfashion fashionrevolution sustainableliving fairfashion vintage secondhand zerowaste ,happy
7/6/2021,RedR055,stay home stay safe and berak  fast  ,happy
7/6/2021,DesmondTanKM,stay safe at home  be patience and be happy during our nd week of  fmco  we care for your safety so stay at home asiapacificnet ,happy
7/6/2021,DanielTube1977,  fully  lockdown  and  stay  at  home  relaxing  music  restful  and  calm  mu  via ,happy
7/6/2021,intewig,yes its very wet and theres water sloshing everywhere and ooh guess what it smells like fish  dont like it  stay home and eat your mash and peas  ill continue slurping my fish soup ,happy
7/6/2021,OurTampinesHub,stay home stay fit  come stay off the couch and keep fit with a series of all new virtual sports programmes lined up for everyone via  zoom login  join us live at  for  ball  handling  workout today   june  from pm to pm ,happy
7/6/2021,AmaruddinKhalid,stay home stay safe  we can do this  stay home stay safe ,happy
7/6/2021,sapphiresplenda,wow  im so proud of myself  i spent hours looking at the website putting stuff to my cart and just leaving because honestly  im not even sure where the hell am  i going with those outfits and earrings and rings  to stay at home  nah,happy
7/6/2021,LibertyGolfMY,stay safe and may  god grant you both protection  try to stay home after jab as immunity would be low,happy
7/6/2021,rickyliow,good  morning  happy   safe  stayathome ,happy
7/6/2021,TimeOutSG,stay home stay safe and stay in love singapore  ,love
7/6/2021,llolipopccandy,please read this  you know how hard to hold drink for more than  hours after dehydrate  please stay at home if you dont really have serious business to do  help them to break the chain covid ,happy
7/6/2021,whositi_,semua diminta stay at home but my company just keep working sampai abg  jamil hidup semula ,anger
7/6/2021,plastic5surgery,during our stay in  covid we must keep good health lower than the invasion of viruses and defend my customers and our home ,happy
7/6/2021,Hoi_Cheong_Chan,well if stock habis then let it be  for instance  i dont think there will be a rush for super glue  let the market forces determine  stop babysitting everybody by having this level of controlling  you want people to stay at home is fine but dont make our life harder,happy
7/6/2021,aireisu1,stay home desu,anger
7/6/2021,kina_yoo,good morning to  m uwu ok stay at home work from home bebes get yo pretty self up and strm  ,happy
6/6/2021,FrunchieA,assalamualaikum morninggg sunshine  beautiful people    happy working from home   semoga usaha apapun menemui hasil yg baik  ingat tiada usaha yg sesia melainkan ianya menjadi guru terbaik kepada hidup kita  stay safe everyone   ,happy
6/6/2021,Adrianariz_,i just wanna stay at home nd doing nothing  tp malangnya sampai tua aku kene kerja utk survive hmm,anger
6/6/2021,ST_LifeTweets,stayhome guide for  monday  listen to music by  singaporean female artistes order some nonya bentos and more ,happy
6/6/2021,dyalanji,stay  at  home situation is not same for everyone  ,anger
6/6/2021,elsapphira,youre supposed to stay at home,anger
6/6/2021,hasbeemasputra,thanks  the stay helped stabilise me new cocktail of meds work very well  just having issues readjusting to being back home  the political situation here is a massive stressor as well,happy
6/6/2021,hasbeemasputra,hey thanks  im just dealing with anxiety with being back home after a short stay in the psych ward but this is great client support,anger
6/6/2021,chaoticlyd,stay at home has been  hadris lifetime practice  he doesnt even miss going out,anger
6/6/2021,tengkusyahaha,exactly my thoughts too lost teenage years due to trauma and emotional abuse and when  i reach my twenties  im forced to stay at home  wasting my youth again ,sadness
6/6/2021,lebritneeeey, of counselling course starts tomorrow which means its stay home learning at least no need to go to office ,anger
6/6/2021,artiearty,rashford anonymous  he should stay home and just recuperate  cant even influence a game,anger
6/6/2021,mochigardens,being at home makes me lose weight becuz i cant eat what i want but whenvever i stay at campus my stomach becomes a blackhole that can never be satisfied ,happy
6/6/2021,napyyyyy,stay at home la brader,anger
6/6/2021,faaairyylee,ada someone dm tanya stay mana aku reply la stay at home dia seen terus ye,anger
6/6/2021,mileeratna,this is too real  please do your part and stay at home ,anger
6/6/2021,softcrocodile,theres people like  person  a who isnt vaxxed that works outside and go to clubs etc but doesnt get covid  then theres people like  person  b yg stay at home kaw but when out once caught them  its always better to not being selfish cuz  person  a can spread to others,anger
6/6/2021,omg_jannah,what can we do  ppl dont listen and stay at home,anger
6/6/2021,farizruslan,sedih nep  kita lawan virus yang tak nampak  so kau next time jgn merayau  stay at home stayathome,sadness
6/6/2021,MairaHaniffa,yes date dalam rumah  stay at home ,anger
6/6/2021,ffelss,when is you gg to release the next season  please help me stay at home happily,anger
6/6/2021,RohanBeg,i reckon thats part of why all those doomsdaypreppers and rightwing militias in the us raged against masks and lockdowns  covid wasnt the apocalypse they were promised  it was  stay  home and  be  safe  not the  purge nor  mad  max,anger
6/6/2021,sunwaykayangan,pdrm dah gariskan di sini dengan jelas  jangan cari  alasan  jangan  degil dan  jangan  merepek  patuh  sop   stay  safe  stay at  home ans  stay  calm ,anger
6/6/2021,keyleyza,aku sebenarnya menanti tweet review citer apa best kat  netflix  paedahh sikit  dapat la aku meneruskan seruan kerajaan utk stay at home,anger
6/6/2021,Abdiasissaleban,  to those known as the donors of the so called failed  care taking state of  villa  somalia please quote his writtings  he stay in the  us while his home town didnt posess even a single jail whilst he is blaming us  day dreaming scenario,anger
6/6/2021,KamilRuslan_,setuju kita faham untuk stay at home tapi bukannya kita sukasuka nak keluar rumah  berjalan sanasini dekat dalam kedai  sudah semestinya kita ada benda yang nak dibeli  benda ni seolaholah menidakkan hak rakyat untuk membeli barangan  sop baru ni memang kelam kabut,anger
6/6/2021,ideal_amir,insya allah moga semua urusan dipermudahkan dan  allah swt  mengangkat musibah  pandemik  covid  ini dari semua rakyat  malaysia dan dunia umumnya  stay  home and  stay  safe,anger
6/6/2021,hopefulhani,dah  hari dah tok takde  tokwan is still fighting wlaupun dia sgt down coz hes alone there and his soulmate had left him  even his children pun tak dapat nak pujuk dia to open his eyes yesterday wan please stay strong  u said u want to go home kan doc nk bg tau wan blik,happy
6/6/2021,ideal_amir,insya allah moga semua urusan dipermudahkan dan  allah swt  mengangkat musibah  pandemik  covid  ini dari  ds dan semua rakyat  malaysia dan dunia umumnya  stay  home and  stay  safe,anger
6/6/2021,ideal_amir,insya allah  stay  home   stay  safe  lets us act  pray for the best to overcome this pandemic,happy
6/6/2021,NissaKerr,nak beli seluar tpi bila fikir hmmm nak pergi mana   skrg semua stay at home,anger
6/6/2021,ehhmirrr,tak perlu drive just stay home stay tonton tonton  radhe  hanya  rm untuk langgan cerita radhe  buka playstore or appstore download  tonton dah boleh layan    radhe tontoncinema radhe ,anger
6/6/2021,kimfatimahjr,lately i feels detached with ig  i found that i dont have anything important to share with others  maybe stay at home for so so long turned me into this,happy
6/6/2021,nabilahh_hamzah,orang dah makin meluat  rakyat biasa suruh stay at home  konon total lockdown  tapi geng kayangan keluar sana sini  alasan meetingpuih  dia ingat rakyat nih goblok macam dia gamaknya,anger
6/6/2021,nl1ysa,stay at home but make it fashun  ,anger
6/6/2021,NST_Online,ns tnation  the  education  ministry must immediately put in place measures to boost the effectiveness of homebased teaching and learning  pd pr given that it is here to stay amid the  covid pandemic ,sadness
6/6/2021,yatiesyemida,kenapa degil wahai sekelian umat muhammad sawkata sayang  nak masuk syurga tapi perintah kerajaan ketika wabak kamu tak nak ikuti nak stay at home sampai  ke ,anger
6/6/2021,Owen2587526569,if the leaders also behaving like that how can  govt persuades  rakyat to  just stay at home,anger
6/6/2021,elorayen,true  the other residents will start to argue oh yesterday you allowed her why now cannot  poor all the securities most of them are foreigner not able to explain carefully  nowadays kids cases risen up most of them no clue where they getting that from  better stay at home ,anger
6/6/2021,nvrshamimi,pls stay at home jangan keluar kalau takde kepentingan pls pls pls,anger
6/6/2021,hydesign_my,is it really that hard to stay inside home for  weeks,anger
6/6/2021,SafetywareSB,you may wonder why the government always asked us to  stay at home  it is actually for our own good  so lets summarize the few reasons for keeping us safe at home stayathome staysafe socialdistancing covid didyouknow ,happy
6/6/2021,s_sabrinaaazul,gd evening everyone  hows your weekend  stay home  safe  jangan lupa sentiasa sanitasi okay  jaga sop  okay  today i cuma nak share dengan korang apa kebaikan  kelebihan heads  and not to forget korang blh dapatkan heads from me  anything can dm i  ,anger
6/6/2021,AvisMalaysia,lets stay at home and watch  lets  go  local  with  avis   part    throwback  road trip to  penang   kedah  thank you  cik  marhanie for sharing this wonderful roadtrip  stay home and stay safe everyone  full version click here ,happy
6/6/2021,AriAiren,hye semua  alang kene stay at home ni apa kata kita join  online  mandarin  class  boleh senang communicate dengan chinese clientbosspatientdemand gaji atau secure current job  berminat boleh picit link dibawah  ,anger
6/6/2021,MhdKhalil87,den stay at home je poekkita jaga kita,anger
6/6/2021,kedaisuza,time to stay at home  decorate our rooms   preorder these beautiful tapestries on our website now  get a free magnet tanda cinta  see you there   ,happy
6/6/2021,ChitsBank,the idea that carbon is a pollutant that needs to be taxed is so asinine  were carbon based life get it  these taxes will just go to  john  kerry and other globalists via  club of  rome  they fly private jets everywhere while we all stay home  hypocrisy  yup  plant some trees,happy
6/6/2021,azrinamar,serious talk  this total lockdown you are supposed to fucking stay at home not going out with your friends drivethru  mc d and others  it defeats the purpose innit,happy
6/6/2021,smhaniff,stay at home,anger
6/6/2021,GLachmandas,its  done   what a relief   now lets stay at home  relax  a bit hard for me as  im used to always being active   gonna really try to just rest my body vaccine astrazeneca vibrantlivingwithgeeta ,happy
6/6/2021,afifrsli,stay at home guys kecuali kalau mak suruh gi beli pasir kucing ,anger
6/6/2021,NabilShahab7,no bro he only looks like me  aku good boy stay at home je,anger
6/6/2021,eedo_zee,umar  ibn  al khatab ra said  a man will exit his house and upon him are sins like the weight of mountains of  tihamah when he listens to knowledge he quickly gets scared steps back and repents  he sinlessly returns to his home  so do not stay away from circles of the scholars,fear
6/6/2021,LimKuangZheng,glad that she didnt resign  otherwise stay at home all day long will makes her decadent,happy
6/6/2021,nraliah1,day  stay at home ,anger
6/6/2021,ithahayley,my  post  vaccine  effect  drink  loads  of  water  to  stay  hydrated  stay  positive  be  happy  stay  home   stay  safe  vaccine  cucuk my az  kita jaga kita  post vaccine effect   kuala  lumpur  malaysia ,happy
6/6/2021,AinaSufian_,gov stay at home  me at home ,anger
6/6/2021,kyungie_lee,plan to go out for a drive today but the weather is telling me to stay at home and here i am tweeting about it ,anger
6/6/2021,WayneGKline,first day out since  may  when we went into  weeks  stay at  home  quick visit to  challenger followed by a drive by to  employees  only to pick up dinner  the uniquely to  eo  chicken  soup   burger in  singapore  a great  espresso  martini  thank you  eo team ,happy
6/6/2021,_rodahidup,joel tested positive on  and told to stay home along with  others including my son in the same house supposed to  ferry him to  quarantine  ctr win hrs  he waited few more days until the sixth day  he had no choice  drove to nearest  cac despite being sick ,happy
6/6/2021,NinaAbdulRahman,yey  now we can  stay home and stay safe geng  tak bosan dah sebab boleh tengok macam macam movie gempak  ehh boleh tengok  elsa  jom aktif kan akaun korang kat sini untuk strim  disney  hotstar   now you can  disney plus hotstar my ,happy
6/6/2021,nraliahntsy,yg bekerja teruskan bekerja yg stay at home teruskan stay at home sampai abg jamil mamp os ,anger
6/6/2021,alyamanies,jarang ye tv dgn kipas dkt rumah nie jam bkk  air cond stgh hari pasang  stay at home kennnsss,anger
6/6/2021,xdhxmxndxxyx,alaa  manada langgar  sop i nak kena jugak keep handsome and fabulous walaupun stay at home,happy
6/6/2021,vlyiani_jagarai,sama gi swab test  last nya yg pake gelang emas hihi  anywaystay home ye salautusah mai meda tgn si kopi susu tok ,anger
6/6/2021,thevibesnews,just in  shoppers no longer have to abide by the twohour limit said  domestic  trade and  consumer  affairs  ministry enforcement director  azman  adam  we still advise people to get required items and leave the premises fast and stay at home more he was quoted by  the  star,sadness
6/6/2021,mamika_co,thansk for choosing us  brg yg di post dah sampai tepat pd waktu nya  self pickup sbb urgent  due to lockdown delivery through grab lalamove only  postage and self pickup available  stay safe at home ,happy
6/6/2021,ShopeeMY,the best of the best sale on your essentials to stay home and stay safe is happening right now  up to  off deals and  coins cashback  dont just add to cart now be sure to check out   shopee my  shopee my ,happy
6/6/2021,TARISTAR8,good news  everyone stay home  stay safe  collectively we can beat it,happy
6/6/2021,luqmanhriz,terima kasih setia menonton  stay at home,anger
6/6/2021,xxxmacxxx_,bang saya selalu tengok muka abang kat tv stay at home ,anger
6/6/2021,KLTeam11,stay  home    stay home ,anger
6/6/2021,ATM_BoonTeik,stay home  stay safe  shop from home  consumer base income  atomy malaysia ,happy
6/6/2021,yellowbeann_,please stay at home ,anger
6/6/2021,Merlionsgnz,stay at home everyonejust a few more days,anger
6/6/2021,fahmirshd,just stay at home then ,anger
6/6/2021,alanmanov,walau bagaimanapun nilai  r menunjukkan trend menurun ke nilai  ini bermakna setiap pesakit kadar kebolehjangkitan hanya satu orang  mari samasama kita kekalkan trend penurunan ini dengan stay at home untuk minggu depan  insyaa  allah kita akan nampak kes akan menurun,anger
6/6/2021,alanmanov,stay at  home  kes baru masih mendatar pada angka  sehingga hari ini  mari kita terus berusaha dan berdoa agar kes covid akan menunjukkan penurunan di minggu hadapan,anger
6/6/2021,Langkawi_Drum,visiting  langkawi  malaysia this week  here are my top picks of local stay homestay safe happenings for  june  thru    stay home ,happy
6/6/2021,zeeqdean,guys please stay at home kalau takde apa yg penting kat luar tu sayang your family guys ,love
6/6/2021,NouraAisyah,kucing aku balik sebulan sekali buat rumah mcm hotel  dah settle mkn rehat semua dia pergi dating balik dengan kucing betina  kdg kdg kucing  jiran sebelah rumah kdg kdg depan rumah hello tuan kau ni pun sendu je ada stay at home ,anger
6/6/2021,APOM_MY,mana  maunya jalanjalan weh  stay at home at watch  kampong  pisang  muzikal  check out  kampong  pisang  merchandise at   click at the link for online purchase  ,anger
6/6/2021,meeraclesabahhq,stay safe  stay at home  bosan tak tahu nak buat apa bila lockdown ni  haa korang boleh la cari hobi baru  and kalau nak restock skincare  meeracle boleh je beli dekat  shopee okay  apaapa pun pastikan kita semua sihat  selamat di rumah  ,anger
6/6/2021,PopularMalaysia,embark on a magical journey with  leigh bardguo  stay home  check out  popclub e mag now at  to view the full version  enjoy amazing promotions at  popular  online  shadow and bone ,happy
6/6/2021,phatcathaus,hello guys  semalam  lenny dah buka jahitan  tak yah stay in cage but kena stay at home  alhamdulillah berat badan pun naik banyak  tak lama lagi lawa macam  ellen  berjuta terima kasih kepada  puan  a aka  kak  nai yang tanggung sepenuhnya rawatan  lenny yang hampir rm ,anger
6/6/2021,bavani_21,find joy in everything you choose to do  every job relationship homeits ur responsibility to love it or change it  dream big work hard stay focused  surround yourself with positive people definitely you will have a better  happier life all about hw u carry ur self,love
6/6/2021,tedboybakery,stay  home  we  deliver  check out our ongoing promotions to save some money while shopping online   amazing deals are waiting for you  grab it fast before items sold out  shop now   ,happy
6/6/2021,Azmi_Malik1,to play simply switch on your tv browse any channels and watch if youve found something interesting to watch that way you dontneed to leave home and everyone will be safe kitajagakita,happy
6/6/2021,Azmi_Malik1,the idea of this game is to simply to stay home and stay entertained to keep everyone safe kitajagakita,happy
6/6/2021,scientexpulai,here is the prevention that we can do to protect ourselves and others around us  scientex  taman  pulai  mutiara would like to remind everyone  stay  at  home and remember to wear your mask whenever you step outsides  stay  safe and  healthy ,happy
6/6/2021,snowy_yui,green stay at  home summer  break throwback royalehigh ,anger
6/6/2021,sarafandi88,stay virgin or not this is our choice  being sexually active or just stay at home is our choice  we dont need men to decide for our vaginas future  no one  hahahha  to women why must be ashamed of our sexuality choicesown it ,sadness
6/6/2021,drwanazizah,stay home   ,anger
6/6/2021,KiddoYosuke96,we all having stay at home once moredue to high casescant go out,happy
6/6/2021,feline_026,i have to stay at home for online school until th  july and then go back to school in th  july if there is less covid here  i want to just aaaaaaaaaaaaaaaaaaaa,happy
6/6/2021,loey279211,hyee  thankyou for the give away honey  i hope you get straight  as for your upcoming spm result  please stay safe and stay at home  ,happy
6/6/2021,FarahAtiqah,sekian kisah untuk hari ni  xde urusan penting stay la at home haha,anger
6/6/2021,iamBANA,the method on not to get rained on is  you can just avoid dark clouds  keep on running   ah   right you can just stay at home huh  as expected youre smart  i commend you  fuse  i dont know why but i find this cute and funny,happy
6/6/2021,yusrymakmor,stay  safe  stay  at  home  semoga dipermudahkan segala  urusan  boss ,happy
6/6/2021,zettyabdrashid,aktiviti hujung minggu  stay at home stay safe  ,happy
6/6/2021,Referee_Zen,stay at home  ,anger
6/6/2021,piqaful,if you register as a new member for this month or next month you can get a haven diffuser for  fre eand many more with tc supply  dm me or click this link  stay safe and stay at home younglivingmalaysia younglivingessentialoils powerofplants,happy
6/6/2021,staronline,covid  malaysians should stay home get vaccinatedand stop blaming others   ,anger
6/6/2021,staronline,the virus does not care who you are  anyone can get infected  and the only way we can get out of this immense disaster is for everyone to all work together   leesan  ,anger
6/6/2021,MitchCho,good afternoon  happy  sunday  dj  everykawan  this video is probably how stress stay home mean   stay safe everyone hooe you are feeling much better today  ,happy
6/6/2021,adi_zarul,semoga  allah permudahkan urusan kalian  stay at home gias ,anger
6/6/2021,VectrumT,stay home stay safe,happy
6/6/2021,Shahir_EmirzaII,hello  sunday  stay home stay safe ,happy
6/6/2021,TwoSpd,why are you  mof os so damn stubborn  stay home la  some of us really want this crap to end so we can start earning a living again  i have no sympathy if you thick headed buffoons contract the disease and die idiots  stayathome ,anger
6/6/2021,ilibeomie90,penang is like my nd home  dari kecik will always go to  penang  cuti sekolah bln  every year my fmly  my pak sus family with tok wan  tok will go holiday in  penang  semua hotel kat  penang tu dah pnh stay  kecik dlu zmn xde online booking we would go to every hotel tny,happy
6/6/2021,TheOnlyFatin,happy  weekend semorang selamat duduk rumah  keep calm jaga  sop stay at home and lets watch radhe  tontoncinema radhe ,happy
6/6/2021,hanisafwan_,to all malaysians i just wish wish wish that yall stay at home pelajar form  and form  dah tak larat nak pdpr some of us cant even see our own future kitorang semua nak sekolah bukak ,anger
6/6/2021,rimau_ngo,our next stay at home weekend activity is a tiger word search  you can download the  pdf version and answers through the link in our bio ,happy
6/6/2021,msIrumikhoo,dilemma of the day  jimat but risky keluaq pi campus  submitcollect segala suratborang ambik barang poslaju then pi mydin beli barang  safe but expensive stay at home  email everything  order in  poslaju can wait,happy
6/6/2021,PantaiHospAK,stay safe at home and consult your preferred specialist e health is an easy to use private and secure online platform connecting you to our specialists  for more information please click   stay safe  stay home  we serve we heal we care ,happy
6/6/2021,jimcheong,grow up  matt  stay the fk home,anger
6/6/2021,nshameera1,done  thank you sm for the ga  stay safe and stay at home ,happy
6/6/2021,inushi04,same here stay at home  donny maymay asap kilig memories ,anger
6/6/2021,samuelturgesh8,stay at home bro,anger
6/6/2021,xxatullee,selalu aku la yg terpaling tau kalau dlm mggu tu ada cuti public  but why aku baru tau esok cuti public eh  lama sgt ke stay at home ni smpai tak bother tgk calendar,anger
6/6/2021,tjayamalarJ,stay  home and enjoy the day with our s movies  remo seemaraja rajinimurugan ,happy
6/6/2021,NashHamzah,stay home stay kool  jangan lupa dengar  carta  spotlite  kool kejaplagi pukul  tgh hari petang  tema minggu ni  rock  dangdut  harini  wfh nak request lagu  boleh pg ke  instastory nashhamzah  onairfromhome ,anger
6/6/2021,IMMUHDHILMI,takle pkp kan  stay at home ma homies  ,anger
6/6/2021,7Bartanuar,yess we stay at home  but we got no  ,anger
6/6/2021,izaanfly,stay at home and stay safe ging,happy
6/6/2021,APOM_MY,stay at home diamdiam and play  chuplah  card  game  available now at   click at the link for online purchase  apom apieceofmalaysia jomsupportlocallah malaysiacardgame chuplah ,anger
6/6/2021,ombakvillalgk,stay home stay safe  well see you soon  when was the last time you were out without a face mask  repost ,happy
6/6/2021,playperfume,penatnya lah stay at home ni  mental  sampai bila agaknya ,anger
6/6/2021,Kallang22,i am so sorry to hear that i hope one day you will know the comforting warm of a proper house and a cookedhome meal  stay strong ,happy
6/6/2021,dqeen,adik aku n family dia pun da kena swab  punye teruk covid wave kali ni yg dekat dgn kita pun da start jadi close contact tak heran kalau jiran ko sedara mara kengkawan yg dok dekat dgn ko pun bawak covid  stay home stay home,anger
6/6/2021,pharmaniaga_bhd,did you know that a total of  children were infected with  covid between   january to   may  the virus is already in the community  protect your children by following  so ps and please stay at home  stayathome  malaysialockdown ,anger
6/6/2021,kakcumii,team pak nadiem ini udah berapa lama libur dengan alasan mengurangi angka corona apakah ada hasilnya apakah berkurang apakah masyarakat beneran stay at home gak adil rasanya kalau cuma sekolah yang ditutup kenapa tidak disamaratakan aja semua,anger
6/6/2021,Mohdfirdaus0,stay home stay safe ,happy
6/6/2021,hiddendarksid3,stay home staysafe daddy,anger
6/6/2021,AspirantSG,new post  curb  stay home  blues  with  zouk  omakase  delivery   retail  bundle ,anger
6/6/2021,SitiFairuz20,good morning positive sweetheart am here  stay health happy and stay home  sid naaz,happy
6/6/2021,tattaka0_0,stay at home ,anger
6/6/2021,nrerrazatul,stay at home lah harini ,anger
5/6/2021,APOM_MY,stay at home and eat a lot of kaya diamdiam  available now at   click at the link for online purchase  apom apieceofmalaysia jomsupportlocallah malaysia mcoraya rayattitude hatersgonnahatemeegonnagoreng laksalavista ,anger
5/6/2021,inangbitesn9,sweet tooth for your lockdown day inang  inang  melaka with fully coated  premium  dark  chocolate and sprinkles of almond nibs on the top  super crunchy less sweet and just nice  get yours now and have a great weekend  stay safe and stay at home  inang bites senawang ,happy
5/6/2021,saf1wahab,yg berkerja selamat berkerha yg tak just stay home,anger
5/6/2021,iskonglasalista,sen  sherwin  gatchalian deplored the imposition of tax increases on private educational institutions at a time when they are struggling to stay afloat amid the coronavirus disease   covid pandemic ,anger
5/6/2021,MiltonGohBlog,mind  i should go out and face the danger head on  anyway  god will protect me and  his angels will keep me in all my ways in the spirit  no dont go out today  stay home and the danger shall pass  trust the leading in your spirit  it is  gods protection  be led by peace,happy
5/6/2021,keikichicosplay,our country  malaysia under third lockdown until  june th and it depends on s decision either extend lockdown or terminate as usual  so stay safe and stay at home lets play  genshin impact together  xd ,happy
5/6/2021,dianakmal_,ify haha sanggup puasa selalu reject hangout if hiburan  kira bajet makan sehari tak boleh lebih rm haha   odl mmg susah tapi good part stay home at least tak kelaparan ,anger
5/6/2021,IAmSundaySensei,covid stay home,anger
5/6/2021,drizham,they had one year to solve this  now  release the kraken no rules no masks whatever you can stay at home if you dont want to get sick ,anger
5/6/2021,zaku709,im so sorry  ill stay radio silence for the next couple of day o  got told that my dearest grandpa passed on peacefully while taking a nap after dinner on the couch back in my home country and  im still trying my best to process the fact that hes no longer with us o,sadness
5/6/2021,eddydaud,stay  home  stay  safe,happy
5/6/2021,iKingVele_Le,stay home,anger
5/6/2021,widazakaria,stay at home  jaga diri ,anger
5/6/2021,BenjaminHFT,most shopee vouchers requires shopeepay as payment method  items w discounts less stock free shipping all sapu habis due to d fact that theres glitch in shopeepay  buyers time wasted covid all stay at home shop online now what whos gonna bear all these lost,sadness
5/6/2021,afiq_rudh,aku habiskan masa  tahun sekolah asrama  tiaptiap hari routine yang sama  belajar gilagila sebab nak masuk universiti   end up kena belajar online hadap assignment and stay at home macam orang bodoh  apa beza sial  odl dengan asrama ,anger
